x,borough,zipcode,address,ownername,yearbuilt,style_sec,mat_prim,use_orig,lat,lon,complaints.count.freq,type,name
4466,Manhattan,10021,964 LEXINGTON AVENUE,PARTITA PARTNERS,1930,Italianate (original),Brownstone,Residential,40.769356,-73.962995,3,Landmarks,964 LEXINGTON AVENUE
3108,Manhattan,10019,205 WEST 57 STREET,OSBORNE TENANTS CORP,1900,Renaissance Revival,Rusticated Stone,"Residential, multi family",40.765704,-73.980452,4,Landmarks,205 WEST 57 STREET
9755,Queens,11363,205 38 ROAD,"FEBBRARO, JOANNE L",1930,Beaux-Arts,Wood Frame,"Residential, single-family",40.77173,-73.751822,2,Landmarks,205 38 ROAD
5572,Brooklyn,11201,17 OLD FULTON STREET,17 CADMAN PLAZA WEST,1925,Italianate,Brick,"Mixed-use, commercial & residential",40.702601,-73.993663,2,Landmarks,17 OLD FULTON STREET
5326,Manhattan,10032,436 WEST 162 STREET,"CESBRON, JEAN JACQUES",1899,Classical,Rough-faced Stone,Residential,40.835381,-73.938945,1,Landmarks,436 WEST 162 STREET
801,Manhattan,10012,84 WOOSTER STREET,CALLIOPE REALTY ASSOC,1920,Classical,Brick,"Commercial, mercantile exchange",40.723956,-74.000714,1,Landmarks,84 WOOSTER STREET
352,Manhattan,10013,13 JAY STREET,JAY HOUSING CORP,1915,neo-Grec,Cast Iron,"Commercial, store and lofts",40.718043,-74.009827,2,Landmarks,13 JAY STREET
6453,Brooklyn,11231,326A PRESIDENT STREET,"VICTOIR, NICOLAS BENO",1901,neo-Grec,Brownstone,Residential,40.680434,-73.993243,1,Landmarks,326A PRESIDENT STREET
8774,Brooklyn,11226,994 OCEAN AVENUE,ANGEL & YVETTE PABON,1910,Bungalow,Wood Frame,"Residential, single-family",40.638295,-73.958784,1,Landmarks,994 OCEAN AVENUE
5570,Brooklyn,11201,51 HUDSON AVENUE,WILENSKY MARK,1920,Italianate,Wood Frame,"Mixed-use, commercial & residential",40.703423,-73.981072,1,Landmarks,51 HUDSON AVENUE
5115,Manhattan,10031,14 HAMILTON TERRACE,"GREEN, MILDRED A",1901,Classical,Limestone,Residential,40.822246,-73.946899,1,Landmarks,14 HAMILTON TERRACE
4509,Manhattan,10021,110 EAST 73 STREET,"110 EAST 73RD STREET,",1899,neo-Renaissance,Red Brick,Residential,40.771544,-73.962763,2,Landmarks,110 EAST 73 STREET
9208,Queens,11372,34-31 84 STREET,PETER J KUHL,1930,neo-Georgian,Red Brick,Residential,40.752941,-73.882986,1,Landmarks,34-31 84 STREET
4434,Manhattan,10065,874 LEXINGTON AVENUE,874 LEXINGTON AVE COR,1900,Italianate (original),Stucco,"Residential, multi-family",40.766211,-73.965289,1,Landmarks,874 LEXINGTON AVENUE
6720,Brooklyn,11215,25 PROSPECT PARK WEST,"LITTLETON, ROBERT",1901,Classical,Roman Brick,Residential,40.670835,-73.971666,1,Landmarks,25 PROSPECT PARK WEST
9259,Queens,11372,34-38 88 STREET,"GONZALEZ, JULIO",1935,neo-Georgian,Red Brick,"Outbuilding, garage",40.753198,-73.879264,1,Landmarks,34-38 88 STREET
3196,Manhattan,10023,57 WEST 70 STREET,WEST 70TH ST ASSC,1910,Queen Anne,Brick,Residential,40.775574,-73.978463,1,Landmarks,57 WEST 70 STREET
3307,Manhattan,10023,48 WEST 76 STREET,"48 WEST 76TH STREET,",1901,neo-Italian Renaissance,Brownstone,Residential,40.779378,-73.975451,1,Landmarks,48 WEST 76 STREET
6958,Brooklyn,11215,163 PROSPECT PARK WEST,YOSHIZUMI CORP,1999,Classical,Not determined,"Residential, multi-family",40.663316,-73.97793,1,Landmarks,163 PROSPECT PARK WEST
4084,Manhattan,10022,647 5 AVENUE,OLYMPICGOLD LLC,1930,French Louis XV,Stone,"Residential, single family",40.759503,-73.976483,1,Landmarks,647 5 AVENUE
2601,Manhattan,10011,449 WEST 22 STREET,"158 EASTMAN, LLC",1900,French Second Empire,Brownstone,Residential,40.746539,-74.003483,2,Landmarks,449 WEST 22 STREET
7046,Brooklyn,11238,157 PROSPECT PLACE,"MURPHY, EMMA",1910,Second Empire,Brownstone,Residential,40.678178,-73.971273,2,Landmarks,157 PROSPECT PLACE
1386,Manhattan,10011,64 WEST 10 STREET,"64 WEST 10TH STREET,",1900,Greek Revival (original),Not determined,Residential,40.73424,-73.997438,1,Landmarks,64 WEST 10 STREET
7825,Brooklyn,11238,388 VANDERBILT AVENUE,BRIDGET I BENJAMIN,1899,neo-Grec,Brownstone,Residential,40.685626,-73.968346,1,Landmarks,388 VANDERBILT AVENUE
5682,Brooklyn,11201,8 OLD FULTON STREET,8 FULTON CORP,1915,British 19th century Commercial,Brick,"Commercial, offices",40.702969,-73.994666,1,Landmarks,8 OLD FULTON STREET
4860,Manhattan,10025,881 AMSTERDAM AVENUE,AMERICAN YOUTH HOSTEL,1950,neo-Grec,Red Brick,"Institutional, charitable, nursing home",40.798838,-73.966865,3,Landmarks,881 AMSTERDAM AVENUE
3519,Manhattan,10024,145 WEST 78 STREET,"145 WEST 78TH STREET,",1900,Romanesque Revival,Stone,Residential,40.781835,-73.977302,1,Landmarks,145 WEST 78 STREET
4075,Manhattan,10017,547 5 AVENUE,NEW YORK FRENCH SOUND,1927,Near Eastern,Steel Frame,"Commercial, offices",40.755617,-73.979318,2,Landmarks,547 5 AVENUE
4342,Manhattan,10021,39 EAST 74 STREET,THE PERMANENT MISSION,1920,Queen Anne (original),Brick,Residential,40.77296,-73.96412,3,Landmarks,39 EAST 74 STREET
2677,Manhattan,10011,140 WEST 18 STREET,NEW YORK AIKIKAI LTD,1920,Rundbogenstil,Brick,"Transportation, stable",40.740375,-73.996261,1,Landmarks,140 WEST 18 STREET
4492,Manhattan,10021,737 PARK AVENUE,,1940,Classicizing Art Deco,Steel Frame,"Residential, multi-family",40.770564,-73.964204,3,Landmarks,737 PARK AVENUE
714,Manhattan,10013,55 MERCER STREET,MKFH LLC,1900,French Second Empire,Cast Iron,"Commercial, stores",40.72187,-74.000934,1,Landmarks,55 MERCER STREET
3347,Manhattan,10023,130 WEST 70 STREET,130 WEST 70 LLC,1910,Queen Anne,Brownstone,Residential,40.7764646666667,-73.980621,3,Landmarks,130 WEST 70 STREET
9261,Queens,11372,34-42 88 STREET,WILLIAM P FALLON,1935,neo-Georgian,Red Brick,"Outbuilding, garage",40.753116,-73.87925,1,Landmarks,34-42 88 STREET
3363,Manhattan,10023,105 WEST 70 STREET,WEST 70TH ST TENANTS,1910,Renaissance Revival,Brownstone,Residential,40.776283,-73.980138,1,Landmarks,105 WEST 70 STREET
8118,Brooklyn,11205,254 ADELPHI STREET,"STEPHENSON, MICHELE",1900,Italianate,Wood Frame,Residential,40.690235,-73.97129,1,Landmarks,254 ADELPHI STREET
3956,Manhattan,10024,263 WEST 86 STREET,,1939,Renaissance Revival,Yellow Roman Brick,"Religious, church, Methodist",40.788672,-73.977332,1,Landmarks,263 WEST 86 STREET
7190,Brooklyn,11216,691 NOSTRAND AVENUE,LOWREN MANAGEMENT COR,1905,Colonial Revival,Brick,"Residential, multi-family",40.673687,-73.950128,2,Landmarks,691 NOSTRAND AVENUE
7911,Brooklyn,11238,137 ST JAMES PLACE,"BLOCK, EVYN",1899,Greek Revival,Brick,Residential,40.685499,-73.964189,4,Landmarks,137 ST JAMES PLACE
3850,Manhattan,10024,177 WEST 83 STREET,177 WEST 83 ST HSG ET,1900,neo-Grec,Brick,"Residential, multi-family",40.785645,-73.9760412,5,Landmarks,177 WEST 83 STREET
602,Manhattan,10002,173 EAST BROADWAY,,1912,Classical Revival,Tan Brick,"Commercial, office building",40.714093,-73.989687,1,Landmarks,173 EAST BROADWAY
3523,Manhattan,10024,133 WEST 78 STREET,"POLLOCK, JANE",1910,Romanesque Revival,Stone,Residential,40.781733,-73.97706,2,Landmarks,133 WEST 78 STREET
6834,Brooklyn,11215,86 PROSPECT PARK WEST,86 88 OWNRS CORP,1909,neo-Federal,Red Brick,"Residential, multi-family",40.667455,-73.974482,1,Landmarks,86 PROSPECT PARK WEST
3553,Manhattan,10024,342 WEST END AVENUE,342 WEST END AVENUE L,1900,Renaissance Revival,Brownstone,Residential,40.782533,-73.982476,1,Landmarks,342 WEST END AVENUE
5860,Brooklyn,11201,56 PIERREPONT STREET,SILVERSHORE PROPERTIE,1840,Eclectic-Diverse (Eastlake),Brick,Residential,40.695712,-73.994915,1,Landmarks,56 PIERREPONT STREET
7501,Brooklyn,11216,130 HANCOCK STREET,"ALEXANDER, PHILLIP",1901,Egyptian Revival,Brownstone,Residential,40.682422,-73.950936,1,Landmarks,130 HANCOCK STREET
7683,Brooklyn,11205,320 WASHINGTON AVENUE,,1900,Italianate,Brick,"Institutional, charitable, nursing home",40.689111,-73.966026,2,Landmarks,320 WASHINGTON AVENUE
3765,Manhattan,10025,55 WEST 94 STREET,ELAINE J SCHWARTZ,1910,Romanesque Revival,Brownstone,Residential,40.791126,-73.967411,1,Landmarks,55 WEST 94 STREET
3733,Manhattan,10024,14 WEST 90 STREET,MIA TERRA REALTY CORP,1930,Northern Renaissance,Brownstone,Residential,40.788184,-73.968246,1,Landmarks,14 WEST 90 STREET
7981,Brooklyn,11238,216 GREENE AVENUE,"DIJI, AUGUSTINE",1930,neo-Grec,Brownstone,Residential,40.687065,-73.962691,3,Landmarks,216 GREENE AVENUE
6117,Brooklyn,11201,124 ATLANTIC AVENUE,AP TENANTS CORPORATIO,1900,French Second Empire,Stone,Commercial,40.689918,-73.99585,2,Landmarks,124 ATLANTIC AVENUE
9467,Queens,11385,1879 PUTNAM AVENUE,"POM HOLDINGS, LLC",1930,Romanesque Revival,Yellow Brick,"Residential, multi-family",40.703042,-73.903902,2,Landmarks,1879 PUTNAM AVENUE
5367,Bronx,10454,279 ALEXANDER AVENUE,DOMINICAN SISTERS/ETC,1910,Queen Anne,Brick,Residential,40.810865,-73.924561,1,Landmarks,279 ALEXANDER AVENUE
8056,Brooklyn,11238,70 LEFFERTS PLACE,70 LEFFERTS LLC,1899,Italianate,Wood Clapboard,"Residential, single family",40.681257,-73.960614,5,Landmarks,70 LEFFERTS PLACE
3376,Manhattan,10023,107 WEST 70 STREET,WEST 70TH ST TENANTS,1900,Renaissance Revival,Brownstone,Residential,40.776296,-73.980171,1,Landmarks,107 WEST 70 STREET
2816,Manhattan,10001,1145 BROADWAY,1145 NOMAD PARTNERS L,1925,Italianate,Brick,Residential,40.744022,-73.988979,1,Landmarks,1145 BROADWAY
7824,Brooklyn,11238,384 VANDERBILT AVENUE,"WILLIAMS, THEODORE S",1931,neo-Grec,Brownstone,Residential,40.685709,-73.968364,5,Landmarks,384 VANDERBILT AVENUE
4305,Manhattan,10021,910 5 AVENUE,910 FIFTH AVE,1959,neo-Italianate Renaissance (original),White Brick,"Residential, multi-family",40.772415,-73.966525,2,Landmarks,910 5 AVENUE
7788,Brooklyn,11238,231 GREENE AVENUE,"231 GREENE AVENUE, LL",1905,Italianate,Brownstone,"Mixed-use, commercial & residential",40.687082,-73.962695,2,Landmarks,231 GREENE AVENUE
2801,Manhattan,10010,23 WEST 23 STREET,200 FIFTH OWNER LLC,1920,Late-19th century Commercial,Brick,Residential,40.741975,-73.99056,2,Landmarks,23 WEST 23 STREET
6967,Brooklyn,11215,491 13 STREET,"KENNY, MARIA SANABRIA",1901,Italian Renaissance,Not determined,Residential,40.662639,-73.979739,2,Landmarks,491 13 STREET
6796,Brooklyn,11215,614 2 STREET,"LEWIN, ROBERT J",1901,Neoclassical,Brownstone,Residential,40.669442,-73.974619,1,Landmarks,614 2 STREET
8451,Brooklyn,11222,832 MANHATTAN AVENUE,"KACZOR, MAREK",1931,Art Deco,Brick,"Mixed-use, commercial & residential",40.728577,-73.953507,2,Landmarks,832 MANHATTAN AVENUE
4516,Manhattan,10021,134 EAST 74 STREET,134-136 EAST 74TH STR,1901,Italianate (original),Not determined,Residential,40.771911,-73.961676,1,Landmarks,134 EAST 74 STREET
6733,Brooklyn,11215,38 MONTGOMERY PLACE,38 MONTGOMERY PL CORP,1928,Queen Anne,Orange Brick,Residential,40.671187,-73.972985,1,Landmarks,38 MONTGOMERY PLACE
3754,Manhattan,10025,20 WEST 94 STREET,COLUMBIA GRAMMAR SCHO,1900,Romanesque Revival,Brick,Residential,40.790689,-73.96642,2,Landmarks,20 WEST 94 STREET
1168,Manhattan,10003,419 LAFAYETTE STREET,MICHAEL BAUM LLC,1894,Renaissance Revival,Steel,"Commercial, warehouse",40.728789,-73.992344,2,Landmarks,419 LAFAYETTE STREET
8216,Brooklyn,11205,284 CARLTON AVENUE,"DJT ASSOCIATES, LLC",1930,Italianate,Brick,Residential,40.688995,-73.972029,4,Landmarks,284 CARLTON AVENUE
3341,Manhattan,10023,107 WEST 69 STREET,"107 WEST 69TH STREET,",1910,Romanesque Revival,Brownstone,Residential,40.775668,-73.980622,3,Landmarks,107 WEST 69 STREET
5162,Manhattan,10031,10 ST NICHOLAS PLACE,"SPOLLEN, JIE",1926,Renaissance,Rough-faced Stone,"Residential, single family",40.827292,-73.942367,3,Landmarks,10 ST NICHOLAS PLACE
9363,Queens,11372,35-29 87 STREET,"CALDERON, MARIA",1930,neo-Georgian,Red Brick,"Outbuilding, garage",40.75142,-73.879867,1,Landmarks,35-29 87 STREET
7443,Brooklyn,11233,270 DECATUR STREET,ST PHILIPS EPISCOPAL,1899,Renaissance Revival,Stone,Residential,40.681502,-73.932874,1,Landmarks,270 DECATUR STREET
3453,Manhattan,10023,100 WEST 74 STREET,100 WEST 74TH STREET,1920,Renaissance Revival,Brick,"Residential, multi-family",40.7786236666667,-73.978013,3,Landmarks,100 WEST 74 STREET
7067,Brooklyn,11238,218 PARK PLACE,PARK PLACE RESIDENCE,1915,neo-Grec,Brownstone,Residential,40.677088,-73.970668,1,Landmarks,218 PARK PLACE
3295,Manhattan,10023,49 WEST 75 STREET,EMEL REALTY CORP,1910,Romanesque Revival,Brownstone,Residential,40.778766,-73.975924,1,Landmarks,49 WEST 75 STREET
3099,Manhattan,10036,123 WEST 44 STREET,METROPOLITIAN TIMES S,1900,Northern Gothic,Brick,"Commercial, hotel",40.756491,-73.983977,3,Landmarks,123 WEST 44 STREET
4324,Manhattan,10021,36 EAST 74 STREET,"HUANG, PAUL",1920,Italianate (original),Brick,Residential,40.772936,-73.964109,1,Landmarks,36 EAST 74 STREET
3305,Manhattan,10023,30 WEST 76 STREET,30 WEST 76TH STREET R,1974,French neo-Grec,Brownstone,Residential,40.779221,-73.975079,2,Landmarks,30 WEST 76 STREET
2557,Manhattan,10011,430 WEST 20 STREET,MOTHERS OF THE HELPLE,1900,Italianate,Brick,Residential,40.745049,-74.003732,1,Landmarks,430 WEST 20 STREET
4327,Manhattan,10021,30 EAST 74 STREET,GARFIELD LESLIE J,1910,neo-Medeival Gothic,Brick,Residential,40.772974,-73.964196,1,Landmarks,30 EAST 74 STREET
4610,Manhattan,10028,20 EAST 84 STREET,18 20 PARK 84TH CORP,1910,neo-Federal,Flemish-Bond Brick,"Residential, single-family",40.7798298,-73.9604648,5,Landmarks,20 EAST 84 STREET
1652,Manhattan,10014,15 CARMINE STREET,233 BLEECKER STREET L,1920,Italianate,Wood Frame,"Mixed-use, commercial & residential",40.7304748,-74.0025464,5,Landmarks,15 CARMINE STREET
3231,Manhattan,10023,35 WEST 71 STREET,35 71 OWNERS CORP,1900,neo-Grec,Brownstone,Residential,40.776214,-73.97804,1,Landmarks,35 WEST 71 STREET
6716,Brooklyn,11215,858 CARROLL STREET,"LIANNE S. TOWBES, TRU",1901,Romanesque Revival,Brownstone,Residential,40.671766,-73.972675,2,Landmarks,858 CARROLL STREET
8484,Brooklyn,11207,2840 ATLANTIC AVENUE,2840 ATLANTIC HOLDING,1914,Abstract Classicism,Brick,"Industrial, dairy",40.676789,-73.889346,1,Landmarks,2840 ATLANTIC AVENUE
1148,Manhattan,10012,55 WASHINGTON SQUARE S,JUDSON MEMORIAL CHURC,1900,Renaissance,Yellow Brick,"Religious, church",40.7304,-73.998319,1,Landmarks,55 WASHINGTON SQUARE S
6939,Brooklyn,11215,592 11 STREET,"BONFILS-ROBERTS, MARJ",1899,Romanesque Revival,Brownstone,Residential,40.66414,-73.979389,1,Landmarks,592 11 STREET
8263,Brooklyn,11205,288 VANDERBILT AVENUE,"ALSADIR, NUAR",1899,Queen Anne,Brick,Residential,40.688711,-73.968965,1,Landmarks,288 VANDERBILT AVENUE
7209,Brooklyn,11216,863 STERLING PLACE,SAMUELS ROY A,1903,Renaissance Revival,Stone,"Residential, multi-family",40.672505,-73.949649,1,Landmarks,863 STERLING PLACE
3399,Manhattan,10023,140 WEST 72 STREET,140-154 W. 72 REALTY,1920,Queen Anne,Brownstone,"Mixed-use, commercial & residential",40.7779745384615,-73.9801508461538,13,Landmarks,140 WEST 72 STREET
9304,Queens,11372,35-22 87 STREET,CHAN HING CHUNG,1930,neo-Tudor,Brick,"Outbuilding, garage",40.751522,-73.879906,1,Landmarks,35-22 87 STREET
8318,Brooklyn,11238,351 ADELPHI STREET,"LATHAM, JANINE SARAH",1899,Greek Revival,Brownstone,Residential,40.686909,-73.970606,1,Landmarks,351 ADELPHI STREET
8295,Brooklyn,11238,291 CUMBERLAND STREET,GRIFFITH LOIS,1899,neo-Renaissance,Yellow Brick,Residential,40.686873,-73.972568,1,Landmarks,291 CUMBERLAND STREET
3509,Manhattan,10024,371 AMSTERDAM AVENUE,BRUSCO WEST 78TH STRE,1920,Queen Anne,Brick,"Mixed-use, commercial & residential",40.78226,-73.978963,1,Landmarks,371 AMSTERDAM AVENUE
3247,Manhattan,10023,36 WEST 73 STREET,"WEST 73 ST,",1910,Romanesque,Brownstone,Residential,40.777671,-73.977311,1,Landmarks,36 WEST 73 STREET
2061,Manhattan,10014,5 JANE STREET,5-7 1/2 JANE STREET,1926,neo-Grec,Brick,"Residential, multi-family",40.738141,-74.002479,1,Landmarks,5 JANE STREET
3448,Manhattan,10023,105 WEST 72 STREET,105 WEST 72ND CONDOMI,1913,Stylized Churrigueresque,Brick,"Residential, multi-family",40.77763,-73.979296,4,Landmarks,105 WEST 72 STREET
4225,Manhattan,10065,45 EAST 66 STREET,777 MADISON CONDOMINI,1907,Gothic,Red Brick,"Residential, multi-family",40.76793,-73.9679655,2,Landmarks,45 EAST 66 STREET
7912,Brooklyn,11238,135 ST JAMES PLACE,135 ST JAMES PLACE LL,1930,Greek Revival,Brick,Residential,40.68554,-73.964196,2,Landmarks,135 ST JAMES PLACE
9135,Queens,11372,34-34 83 STREET,TIBERIUS CHONSIK KIM,1935,neo-Georgian,Red Brick,"Outbuilding, garage",40.752799,-73.883932,1,Landmarks,34-34 83 STREET
3391,Manhattan,10023,140 WEST 72 STREET,140-154 W. 72 REALTY,1920,Moorish,Brownstone,"Mixed-use, commercial & residential",40.7779745384615,-73.9801508461538,13,Landmarks,140 WEST 72 STREET
398,Manhattan,10013,158 FRANKLIN STREET,FRANKLIN CONDO,1920,Queen Anne,Cast Iron,"Commercial, store and lofts",40.719254,-74.008146,1,Landmarks,158 FRANKLIN STREET
3800,Manhattan,10024,169 WEST 80 STREET,A & L MANAGEMENT ASSO,1910,Romanesque Revival,Brick,"Residential, multi-family",40.783575,-73.977197,1,Landmarks,169 WEST 80 STREET
7379,Brooklyn,11233,511 MACON STREET,EDWINA R WALTERS,1899,Queen Anne,Brownstone,Residential,40.683227,-73.931073,1,Landmarks,511 MACON STREET
3516,Manhattan,10024,155 WEST 78 STREET,ROTHSTEIN EDWARD,1901,neo-Grec,Brownstone,Residential,40.78192,-73.977504,4,Landmarks,155 WEST 78 STREET
1649,Manhattan,10014,317 AVENUE OF THE AMER,321 SIXTH AVENUE PART,1920,Italianate,Brick,Residential,40.730927,-74.001501,1,Landmarks,317 AVENUE OF THE AMER
3646,Manhattan,10024,29 WEST 82 STREET,,1900,Northern Renaissance,Brick,Residential,40.783132,-73.97221,1,Landmarks,29 WEST 82 STREET
5366,Bronx,10454,285 ALEXANDER AVENUE,"ALEXANDER 285, LLC",1899,Queen Anne,Brick,Residential,40.810983,-73.924474,1,Landmarks,285 ALEXANDER AVENUE
3708,Manhattan,10024,72 WEST 88 STREET,72 WEST 88TH ST HDFC,1900,Renaissance Revival,Brick,"Residential, multi-family",40.787377,-73.970262,1,Landmarks,72 WEST 88 STREET
6396,Brooklyn,11217,164 HOYT STREET,TSARNAS BARBARA,1899,neo-Grec,Brick,Residential,40.685375,-73.988624,1,Landmarks,164 HOYT STREET
6395,Brooklyn,11217,162 HOYT STREET,SBROCCO HENRY,1899,neo-Grec,Brick,Residential,40.685424,-73.988592,1,Landmarks,162 HOYT STREET
4457,Manhattan,10021,116 EAST 70 STREET,70TH STREET CASA LLC,1901,Anglo-Italianate (original),Masonry,Residential,40.769458,-73.963999,1,Landmarks,116 EAST 70 STREET
3816,Manhattan,10024,120 WEST 81 STREET,JAMES DOOLING,1900,Romanesque Revival,Brick,Residential,40.783594,-73.975373,1,Landmarks,120 WEST 81 STREET
9560,Queens,11363,14 RICHMOND ROAD,MEI HUA JIANG,1920,Tudor Revival,Wood Frame,"Residential, single-family",40.779451,-73.75336,1,Landmarks,14 RICHMOND ROAD
3375,Manhattan,10023,131 WEST 70 STREET,BUTTERCUP MANAGEMENTC,1900,neo-Grec,Brownstone,Residential,40.776458,-73.980557,1,Landmarks,131 WEST 70 STREET
4609,Manhattan,10028,20 EAST 84 STREET,18 20 PARK 84TH CORP,1910,neo-Federal,Flemish-Bond Brick,"Residential, single-family",40.7798298,-73.9604648,5,Landmarks,20 EAST 84 STREET
7730,Brooklyn,11238,379 WASHINGTON AVENUE,MOHAWK HOUSING ASSOC,1905,Romanesque Revival,Brownstone,"Residential, multi-family",40.687497,-73.9651465,2,Landmarks,379 WASHINGTON AVENUE
1767,Manhattan,10014,389 AVENUE OF THE AMER,WALSAM SIXTH AVE CO,1900,Federal (original),Brick,Residential,40.733118,-73.999935,3,Landmarks,389 AVENUE OF THE AMER
3766,Manhattan,10025,53 WEST 94 STREET,GAGEN JOSEPH,1900,Romanesque Revival,Brownstone,Residential,40.791096,-73.967339,1,Landmarks,53 WEST 94 STREET
2966,Manhattan,10016,229 MADISON AVENUE,PIERPONT MORGAN LIBRA,1900,neo-Renaissance,Brownstone,"Residential, single family",40.749571,-73.981629,2,Landmarks,229 MADISON AVENUE
3809,Manhattan,10024,123 WEST 80 STREET,80 COLUMBUS OWNERS CO,1890,Romanesque Revival,Brownstone,Residential,40.782971,-73.975763,1,Landmarks,123 WEST 80 STREET
8686,Brooklyn,11226,890 FLATBUSH AVENUE,REF DUTCH CH,1920,Georgian,Manhattan Schist,"Religious, church, Dutch Reformed",40.650125,-73.958654,2,Landmarks,890 FLATBUSH AVENUE
